"","sd","Q25","IQR","sp.ent","sfm","mode","meanfun","label"
"33",0.0716515330560574,0.131057884231537,0.125469061876248,0.87674895524559,0.403909559814853,0.134411177644711,0.132726095827914,"male"
"34",0.0715328311457178,0.123529411764706,0.123529411764706,0.875391518945669,0.436706209991643,0.12,0.124684801647241,"male"
"36",0.0752731037758217,0.121398601398601,0.117972027972028,0.921132352978294,0.58253102166607,0.133636363636364,0.120254421255631,"male"
"38",0.0715045425033091,0.132846715328467,0.11956204379562,0.878206881380586,0.470044350040893,0.135912408759124,0.138903871454975,"male"
"40",0.0720230083476475,0.128810916179337,0.117076023391813,0.911850752503152,0.514600668174849,0.132358674463938,0.127529186441539,"male"
"42",0.0681608164090999,0.0971037911746426,0.116246115599751,0.940658898446483,0.611977348854841,0.121292728402735,0.0815637605876064,"male"
"44",0.0664958590051702,0.0990851334180432,0.112426937738246,0.946349009357573,0.62927157286556,0.121321473951715,0.0955971184790345,"male"
"45",0.0688734014235488,0.115982404692082,0.11208211143695,0.92652154099124,0.567620972051409,0.121319648093842,0.101718928392445,"male"
"47",0.0662166523960017,0.111085180863477,0.113372228704784,0.932415159215677,0.567913489370427,0.121213535589265,0.0804598268608848,"male"
"48",0.0700307165058564,0.110681244743482,0.116804037005887,0.948383439758033,0.632579315186476,0.121278385197645,0.0555653493134555,"male"
"50",0.0724206626991024,0.0865313653136531,0.114169741697417,0.963294372566666,0.72704722444664,0.0599261992619926,0.0763074182909643,"male"
"51",0.0741635911070786,0.0889151873767258,0.117357001972387,0.96668487246705,0.753187641555649,0.0601972386587771,0.0988725568207706,"male"
"53",0.0728613947386807,0.0907242693773825,0.110470139771283,0.964872908622973,0.734290426512105,0.0601270648030496,0.101394760053795,"male"
"54",0.0744040482139112,0.090594431903687,0.111452219714071,0.966588204581212,0.74479987138667,0.0600451467268623,0.10931955897609,"male"
"55",0.0721915752596513,0.102439024390244,0.11703952901598,0.954710868672162,0.684616797026876,0.0600504625735913,0.112256409519415,"male"
"56",0.0770064086929372,0.0878592375366569,0.123988269794721,0.964925488156434,0.739368356701704,0.059941348973607,0.103669506141437,"male"
"57",0.0765918167013432,0.0906082725060827,0.117007299270073,0.971907406104481,0.763638169219775,0.0599513381995134,0.103249560132626,"male"
"58",0.0868501117349966,0.0306849315068493,0.184609886837403,0.931660688865409,0.549217694223937,0.117903513996426,0.13088752476873,"male"
"59",0.0864123306246186,0.0499860529986053,0.178856345885635,0.952514069366967,0.659813835802707,0.114811715481172,0.134314212930999,"male"
"60",0.0728345701003321,0.0440922768304915,0.100260782347041,0.970194162362047,0.754552205497176,0.0116549648946841,0.11735932113776,"male"
"62",0.0702754867948053,0.101732548359966,0.109503784693019,0.94227858675817,0.610170821147553,0.106442388561817,0.120815368736238,"male"
"63",0.0854473875242978,0.0962287104622871,0.136423357664234,0.940729133800901,0.585174796010377,0.1130900243309,0.110260302595747,"male"
"64",0.0878640432205773,0.0889668615984405,0.144821312540611,0.946595365907053,0.621392074284665,0.115893437296946,0.103803136925715,"male"
"65",0.0844322911533756,0.112314901593252,0.137113402061856,0.943404669169362,0.595127963745333,0.268978444236176,0.117022268767263,"male"
"66",0.0831068991458666,0.0980700500357398,0.130092923516798,0.94613405850388,0.63168897611793,0.112480343102216,0.13173357253806,"male"
"67",0.0809221885487419,0.097152466367713,0.125089686098655,0.949958896074419,0.646653046655136,0.109394618834081,0.117297835854505,"male"
"69",0.0525935888163759,0.128475609756098,0.061890243902439,0.920512709135618,0.403865807679151,0.166890243902439,0.121546253854253,"male"
"71",0.0588833701350998,0.125607476635514,0.0752721275426058,0.923640118952189,0.485117754269874,0.126838922484882,0.1320890637034,"male"
"73",0.064425673155566,0.107562688064193,0.113179538615848,0.934858125709794,0.520926005382184,0.0922567703109328,0.102626438195762,"male"
"74",0.0530662165930793,0.185332211942809,0.0508662741799832,0.90768313565949,0.386818468509047,0,0.165155381420022,"male"
"75",0.0666331530936985,0.08506075768406,0.112080057183703,0.912215761347456,0.507886201371768,0.0842601858470336,0.0811647388389725,"male"
"78",0.0554939410737674,0.150900243309002,0.0754501216545012,0.932834786456933,0.427755254431282,0,0.133717449833834,"male"
"81",0.0624467269899979,0.133773824650572,0.104777636594663,0.934323373598972,0.467826477895353,0,0.139378257554087,"male"
"83",0.0576063825191244,0.156131202691337,0.0923128679562658,0.922524307014462,0.394561292231038,0,0.168037875611255,"male"
"84",0.0571228135883435,0.139673278879813,0.0955659276546091,0.907622146839965,0.319069057702,0.0900116686114352,0.0805950835937903,"male"
"86",0.0518621796858627,0.153190383365822,0.0755035737491878,0.912414047954098,0.284872222629584,0.0900584795321637,0.0658274488077331,"male"
"88",0.056284804311077,0.148161434977578,0.0941704035874439,0.924099466173896,0.314006474016017,0.0900896860986547,0.0634751795141267,"male"
"89",0.0549691047220429,0.152484683458135,0.0886317222600409,0.914799705238004,0.299862702190961,0.0899659632402995,0.0831278932777531,"male"
"90",0.0523506508413738,0.163790849673203,0.0718300653594771,0.909692502978078,0.295222308240894,0.0901307189542484,0.0815047321003695,"male"
"91",0.0545543031690734,0.155806451612903,0.0810850439882698,0.903755352102731,0.271601074109667,0.0901173020527859,0.112022748363408,"male"
"92",0.0567545099137563,0.159706744868035,0.0819061583577713,0.905979077437424,0.307964876841787,0.0901173020527859,0.0721357331534655,"male"
"93",0.0546417922584976,0.162992700729927,0.0945255474452555,0.911215179269639,0.257629435481599,0.0900973236009732,0.0730513263239538,"male"
"97",0.083082514459029,0.0455202312138728,0.154566473988439,0.883925736464032,0.604148941522196,0,0.0929609476475727,"male"
"98",0.0809178670064596,0.00830715532286213,0.121349621873182,0.906001228969587,0.561683714800294,0,0.0873842080041778,"male"
"100",0.0837995439343094,0.0175916230366492,0.155575916230366,0.939914377546979,0.687642707663771,0,0.100796329173185,"male"
"101",0.0814706483757461,0.0602150537634409,0.13247311827957,0.854878206272153,0.505371008993446,0,0.0812011733623509,"male"
"102",0.0869554509495395,0.0140880503144654,0.177861635220126,0.852858429465131,0.557141931086448,0,0.0949226956032881,"male"
"103",0.0805077394279622,0.0292007797270955,0.147641325536062,0.908473065582301,0.617015328600627,0,0.0815745824314883,"male"
"105",0.0648596835367678,0.111653786707883,0.115332302936631,0.937648647119826,0.577806755724177,0.116846986089645,0.101841480111182,"male"
"106",0.0686265527417239,0.0988331388564761,0.112392065344224,0.93398861581649,0.566987361855921,0.0968728121353559,0.0975134643401617,"male"
"107",0.0671790412308426,0.118938053097345,0.110170183798502,0.952890368962663,0.626022586314449,0.141620149761743,0.126955522654226,"male"
"108",0.0678549794930704,0.121222879684418,0.12508875739645,0.92332238902265,0.462384649623986,0.130887573964497,0.111031615755806,"male"
"110",0.0653684977028851,0.126414708886619,0.121266598569969,0.912944715656289,0.436573393690917,0.126414708886619,0.125992935846246,"male"
"113",0.0633074368553156,0.116568544995795,0.11421362489487,0.92611170878901,0.462042436421389,0.108561816652649,0.111528405809008,"male"
"114",0.0681677467244382,0.11580452920143,0.123480333730632,0.921624075571978,0.482639983341197,0.120476758045292,0.111090257759365,"male"
"115",0.0931992061016553,0.0251004636785162,0.19193199381762,0.812733741209118,0.403256286457211,0,0.107764608104711,"male"
"116",0.0856950722182776,0.0258050847457627,0.140296610169492,0.870832328000208,0.583471233881437,0,0.1000324044869,"male"
"118",0.0789649427764741,0.0972963604852686,0.0795840554592721,0.843430262289896,0.445144231509717,0,0.0936112192808759,"male"
"119",0.0845712968083007,0.0434310221586848,0.133095067905647,0.882681929870257,0.598326506099095,0,0.104771576101965,"male"
"120",0.084279163420865,0.0288734835355286,0.143639514731369,0.939773159819846,0.716469593715861,0,0.107764579843879,"male"
"122",0.0666362711264756,0.107888239116309,0.118804418453541,0.922336209248944,0.454643232179255,0.0600389863547758,0.0723956145237888,"male"
"123",0.0733348010917259,0.0953351206434316,0.140625558534406,0.921012836113082,0.564292215856895,0.0600536193029491,0.0827581988626345,"male"
"124",0.0762692214574447,0.0894184938036225,0.150009532888465,0.904217726324025,0.519066585804105,0.0600571973307912,0.0570452391695039,"male"
"126",0.0707744621244844,0.097629009762901,0.134142259414226,0.921257269132641,0.519320125843053,0.0599442119944212,0.08121920791945,"male"
"127",0.0697832773341448,0.0974209245742092,0.129610705596107,0.913765786203426,0.467166340468666,0.0601216545012165,0.0818582636781207,"male"
"128",0.0765851936005052,0.0875,0.153347457627119,0.906152443398328,0.504632643040903,0.0602118644067797,0.0609657074905648,"male"
"129",0.0709117066762433,0.101818181818182,0.123840653728294,0.91907355610814,0.512955913224939,0.0600612870275792,0.075177599059067,"male"
"130",0.0703174936337449,0.0936094674556213,0.133925049309665,0.915970054298842,0.541931851641336,0.0601972386587771,0.0742806643114068,"male"
"131",0.0538001824871568,0.155452127659574,0.0871276595744681,0.916001726349753,0.301161353915622,0.222473404255319,0.116122397738288,"male"
"132",0.0526983199370406,0.175270994639666,0.0745443716497915,0.902248152892912,0.240631457987797,0.230470518165575,0.115129092357858,"male"
"133",0.0534471282897585,0.175014712063892,0.0795628415300546,0.899683299505053,0.251880248720442,0.239041614123581,0.124133328358296,"male"
"134",0.0538705784109675,0.160665529010239,0.0931740614334471,0.903054565015837,0.248021588295135,0.24858361774744,0.123413774157857,"male"
"136",0.0804074750899027,0.0308494533221194,0.150243902439024,0.959468064142638,0.728938576776216,0.0127165685449958,0.102113992813323,"male"
"137",0.0817303563838171,0.0407896528250511,0.146766507828455,0.966039869059554,0.759549869444613,0.0066712049012934,0.103532714242103,"male"
"138",0.0779583955366939,0.0431914893617021,0.144095744680851,0.961701717881265,0.727934716191627,0.00335106382978723,0.0946528351407252,"male"
"140",0.0770599789932134,0.0502316412025628,0.138689009364219,0.960951615227421,0.723810081892406,0.0979793001478561,0.0975621946429236,"male"
"141",0.0778882144353908,0.04319309600863,0.138338727076591,0.965298571530438,0.738214716709712,0.00407766990291262,0.0998460070808435,"male"
"142",0.0782857219857104,0.0538204924543288,0.135663224781573,0.962887029688077,0.749296121355469,0.0980778395552025,0.104030301381788,"male"
"143",0.0823762054327241,0.0286404066073698,0.151207115628971,0.959590679686139,0.735260017216602,0.00444726810673443,0.0767370567710629,"male"
"144",0.0794891943253008,0.0351026392961877,0.145131964809384,0.958425024564335,0.721547898890162,0.00697947214076246,0.101642050411061,"male"
"146",0.0840383869300821,0.095752741774676,0.124785643070788,0.937320965922853,0.676822580873528,0,0.110126869003919,"male"
"147",0.0858475695523178,0.0682249173098126,0.153891951488423,0.937911685581928,0.66525148803403,0,0.105228296463273,"male"
"149",0.0797572070497453,0.0704365904365904,0.131850311850312,0.967591544276833,0.75537770235832,0.144074844074844,0.112680600960422,"male"
"151",0.0897553801744404,0.0158083832335329,0.173892215568862,0.906791397160047,0.61251453530912,0,0.102800059248347,"male"
"152",0.0859172769336521,0.0243882978723404,0.172207446808511,0.910823845830369,0.614424964918024,0,0.105633311947549,"male"
"153",0.089218424848606,0.023463687150838,0.18171322160149,0.903219875856902,0.597356667876069,0,0.104676049963464,"male"
"154",0.0844854385689976,0.0238636363636364,0.172215909090909,0.878150658393439,0.542785145189184,0,0.107385958208444,"male"
"155",0.0862679429160883,0.0382162162162162,0.166297297297297,0.934388269039904,0.674844129765941,0,0.0866138564286354,"male"
"156",0.0726228333700875,0.103647604327666,0.142380216383308,0.92529952673492,0.523065785141425,0.0599381761978362,0.089304958509362,"male"
"157",0.072853663431729,0.0927402700555997,0.141223193010326,0.918983572346992,0.526704407181819,0.0600476568705322,0.0790463239887746,"male"
"158",0.0698510297024393,0.0974106433677522,0.124098490865766,0.919408154176625,0.519773880038965,0.0600476568705322,0.0769958757937097,"male"
"159",0.0722100436945034,0.0853261840929401,0.133619302949062,0.918570162168135,0.579548404242308,0.0600536193029491,0.0762548550859647,"male"
"160",0.0730884347380211,0.0921473951715375,0.147471410419314,0.914318501590423,0.483760291342847,0.0599491740787802,0.0734699754293284,"male"
"161",0.0680445443700644,0.0999806201550388,0.117209302325581,0.926462223185514,0.534101516557971,0.0600968992248062,0.0717911154791343,"male"
"163",0.0711631821412027,0.0946958637469586,0.125693430656934,0.920156868672938,0.554992824273819,0.0599513381995134,0.0714743597971451,"male"
"166",0.0720754643429245,0.110772163965682,0.114242135367016,0.93755175699807,0.623611303077566,0.0501811248808389,0.108794681585345,"male"
"167",0.0775714642850028,0.108387096774194,0.121730205278592,0.961784275062972,0.729936598562368,0.0500879765395894,0.103375929507597,"male"
"168",0.0873802505450399,0.0649734042553192,0.156755319148936,0.966312301353369,0.759154325861945,0.0500797872340425,0.0933950010015599,"male"
"170",0.0881892112152568,0.0502932551319648,0.162785923753666,0.966472432297476,0.769192713936021,0.0500879765395894,0.10718938412137,"male"
"171",0.0871271451441164,0.0696663489037178,0.156415633937083,0.969287136171825,0.781729344357442,0.0501811248808389,0.109991594367478,"male"
"174",0.0748071489295631,0.107311095983662,0.114935330156569,0.9495895344343,0.652264977568171,0.0501293396868618,0.0872813725398449,"male"
"175",0.0704845280413427,0.13411003236246,0.123538295577131,0.895110717337825,0.333552620581103,0,0.0909386855007328,"male"
"177",0.0671193783038339,0.0874215246636771,0.106569506726457,0.934549885243147,0.578405046840778,0.0839686098654708,0.0885115002090352,"male"
"179",0.0662410925615489,0.0969934640522876,0.119411764705882,0.934636861182367,0.575083782466415,0.0999673202614379,0.112567705383022,"male"
"181",0.0652833492174039,0.0864197530864197,0.104249512670565,0.933476838450819,0.57229133916005,0.0835087719298246,0.108234304205697,"male"
"182",0.0641110877499383,0.0904909881914233,0.114505904288378,0.932130802785707,0.543657040256288,0.0833561218147918,0.0950887415589194,"male"
"184",0.0639452170358819,0.0871664548919949,0.101041931385006,0.932629565338429,0.572082174670335,0.0839644218551461,0.0844620707126715,"male"
"186",0.0797445227076995,0.0392660550458716,0.115596330275229,0.968797285746685,0.781833952696241,0.00880733944954129,0.124566869100242,"male"
"190",0.0775150364682843,0.0785806451612903,0.129612903225806,0.962371818440391,0.771881370492839,0.127354838709677,0.108599869383026,"male"
"192",0.0770886465131148,0.0479161816065192,0.12256111757858,0.955490923354165,0.715341923586889,0.123538998835856,0.0980983711572243,"male"
"193",0.0761535459601137,0.0993296089385475,0.107932960893855,0.967418558547928,0.778548657128434,0.118361266294227,0.119752212605996,"male"
"195",0.0748311909422834,0.115840707964602,0.104070796460177,0.919072129351806,0.609236896900846,0.143716814159292,0.124044849684617,"male"
"196",0.0775834968750001,0.079739921976593,0.120884265279584,0.946172004372366,0.658350685301935,0.0152925877763329,0.0851219053914871,"male"
"197",0.0760593046680599,0.0852481076534903,0.106442388561817,0.945549069106135,0.649529457980345,0.163666947014298,0.0858365738403363,"male"
"199",0.0744728008960907,0.0813272077590608,0.111914241960184,0.966914706073752,0.763372740692836,0.178662582950485,0.0945064862723455,"male"
"201",0.0802440267257515,0.0803977625854568,0.129297700435053,0.970477511499434,0.787403399972076,0.021230577998757,0.0934669637191,"male"
"202",0.076884562585783,0.0902351313969571,0.105984324573536,0.943606315654245,0.635588169726597,0.182664822498847,0.0889585705747249,"male"
"203",0.0773947752584378,0.091595744680851,0.111702127659574,0.953168073465174,0.68160320611142,0.185239361702128,0.106672484779874,"male"
"204",0.0774852273282348,0.0985514612452351,0.125412960609911,0.97291243602926,0.776356556981389,0.200304955527319,0.0927964198875804,"male"
"205",0.0732490303008282,0.088457368161656,0.106811237062592,0.953232698691053,0.664847410503788,0.181192705766387,0.0916496736421122,"male"
"206",0.064629033320884,0.121877022653722,0.100582524271845,0.945293659946925,0.602793758107983,0.218532901833873,0.12742990305427,"male"
"207",0.0742933225372651,0.0991940018744143,0.11651358950328,0.964783142764511,0.729355248176491,0.0156138706654171,0.119785475606529,"male"
"208",0.0736338756139458,0.119088125212657,0.101367812181014,0.953990840264097,0.63199656415234,0.0168628785301123,0.120378403918924,"male"
"209",0.0795810217960101,0.0910793494332183,0.12971907343519,0.974766855925976,0.793454194335679,0.0175258748151799,0.119850534094094,"male"
"212",0.0826149644054722,0.101103309929789,0.126940822467402,0.945885221689888,0.650572580463323,0.0154463390170512,0.115707011789706,"male"
"216",0.0688504949482422,0.119733333333333,0.1104,0.944714591035982,0.598206361594739,0.208266666666667,0.109007947352914,"male"
"217",0.059645696915987,0.124990253411306,0.103157894736842,0.939683361059545,0.508660393113158,0.122443144899285,0.120185312040243,"male"
"220",0.0613663612531201,0.128673139158576,0.109190938511327,0.92460766716425,0.409219604166935,0.211736785329018,0.117564991205289,"male"
"221",0.0674509393139967,0.102962206332993,0.109540347293156,0.927514705944581,0.554522453904195,0.211930541368744,0.10315571749483,"male"
"222",0.0615813305342191,0.115495915985998,0.105694282380397,0.927651012462254,0.462425310393721,0.215145857642941,0.111500811226238,"male"
"223",0.0612815058254991,0.12049853372434,0.10099706744868,0.914835424081534,0.467147052425252,0.213284457478006,0.110489616058063,"male"
"224",0.0640483480423616,0.125738045738046,0.114241164241164,0.925362828900922,0.445585632834244,0.115405405405405,0.116297699835028,"male"
"226",0.061148638417703,0.117063369397218,0.106244204018547,0.920325779172436,0.480293648565947,0.223307573415765,0.105127841663306,"male"
"227",0.0714716194808831,0.0421719457013575,0.0928506787330317,0.954684293887517,0.670204595203808,0,0.105464546025693,"male"
"228",0.080143374793605,0.0536448598130841,0.154610591900312,0.944929221395655,0.656899326195261,0,0.116307881239396,"male"
"229",0.0772537866944794,0.0457314629258517,0.149539078156313,0.946289955384766,0.658517760793921,0,0.118942817737736,"male"
"231",0.0778078329989041,0.0688988764044944,0.132134831460674,0.927986556832646,0.6173855274558,0,0.11625089636826,"male"
"232",0.0786297660563154,0.101217656012177,0.119117199391172,0.91704048461111,0.542516941352923,0,0.119859246079034,"male"
"233",0.0577047388249589,0.141701215153681,0.116283059328091,0.859712348425559,0.0849343635514977,0.248977841315225,0.133667302572349,"male"
"234",0.0816201230305153,0.0442735042735043,0.161339031339031,0.941614425087031,0.631718969844029,0,0.115930281586744,"male"
"235",0.0795230017885387,0.0705748578648137,0.142918509159823,0.954050583997112,0.692132536638575,0,0.115236925351909,"male"
"236",0.0765141765025578,0.101415487094088,0.118900915903414,0.926781788878862,0.588819053178867,0,0.116389635619759,"male"
"237",0.0795396202474025,0.0380861244019139,0.136267942583732,0.95360622568095,0.691743564692622,0,0.127758009106547,"male"
"238",0.0800055339883219,0.0404338983050847,0.149966101694915,0.952339871292885,0.671153449461607,0,0.104196606633106,"male"
"239",0.0781953102393532,0.0471342685370741,0.145330661322645,0.945117563270471,0.651739467344674,0,0.114502956625259,"male"
"240",0.0748678898856966,0.0677625570776256,0.133394216133942,0.932399363029395,0.611826541606421,0,0.121770478329013,"male"
"241",0.0796971275764768,0.0563735597331716,0.149593693147362,0.963365049920826,0.745817969369534,0,0.124953944554641,"male"
"242",0.0840880035117191,0.0392868217054264,0.164093023255814,0.96844809504425,0.7776273612756,0,0.105699612224492,"male"
"244",0.0746691401626129,0.0646857142857143,0.115885714285714,0.953067170129916,0.724310510692674,0,0.103553279216424,"male"
"245",0.0771342518862258,0.0418691588785047,0.126083262531861,0.954058515747353,0.696183622533223,0,0.0929515833866978,"male"
"246",0.0696110438612704,0.0477207392197125,0.0997535934291581,0.958235927454923,0.719182718064456,0,0.106848399785411,"male"
"247",0.092349531280953,0.0191479820627803,0.184730941704036,0.829816347444322,0.515829835400161,0,0.102682996716114,"male"
"248",0.0857126396997911,0.0281171548117155,0.167531380753138,0.826639357167739,0.492973980430922,0,0.0932412361238477,"male"
"249",0.0887247687278286,0.0868613138686131,0.130121654501217,0.864396267250144,0.544185217172732,0,0.0901395952014027,"male"
"253",0.0882779602384918,0.0495517774343122,0.154930448222566,0.847262668444522,0.535170079644926,0,0.0892300530057368,"male"
"254",0.0849175837255185,0.0795377128953771,0.125523114355231,0.847654213416669,0.499979790419341,0,0.105473959647153,"male"
"255",0.0873405078205972,0.065051975051975,0.144074844074844,0.853331742182204,0.529941124794398,0,0.0970320684667637,"male"
"256",0.0895037690151078,0.000286006128702758,0.186189989785495,0.802273543901747,0.468390073784207,0,0.0755194055830399,"male"
"257",0.0485466905353938,0.220671506352087,0.0348094373865699,0.858363057492031,0.130448919394278,0.234900181488203,0.138001751560092,"male"
"258",0.0476040764851879,0.216720604099245,0.0338295577130529,0.848937055305762,0.126989460245288,0.250097087378641,0.116978002033518,"male"
"259",0.0468445717044608,0.211719517641804,0.0367664135774899,0.860989325098779,0.139623559027784,0.23447967842787,0.118713194116836,"male"
"261",0.0460586409373503,0.226739967014843,0.0238592633315008,0.846240249506615,0.119672876853513,0.241671247938428,0.126859663454101,"male"
"262",0.0446971062014909,0.226550387596899,0.0218410852713178,0.83567680790656,0.117215642143872,0.234961240310078,0.125254631640568,"male"
"263",0.0473527692002884,0.219171033825631,0.0317484516436398,0.85314654243777,0.188841151244856,0.23717960933778,0.126727961262597,"male"
"265",0.0441085376279783,0.219979086789822,0.0275217845939352,0.84970067132692,0.137674822112461,0.234227953990938,0.110793747234841,"male"
"266",0.0477891677136066,0.214257907542579,0.03661800486618,0.855783558627655,0.13741217252764,0.235888077858881,0.124419922491855,"male"
"267",0.0718698425840579,0.0926092282564312,0.104042466312781,0.947230931251188,0.64332502546399,0.185904450796243,0.094742647498003,"male"
"269",0.0737192018475662,0.0898186889818689,0.10836820083682,0.946764592313511,0.649325973632826,0.0171827057182706,0.0979793002662925,"male"
"270",0.0706890006637477,0.0928482328482328,0.107401247401247,0.944217823354187,0.639475998631762,0.0975051975051975,0.1188277917221,"male"
"271",0.0713828930479584,0.0942351046698873,0.10866344605475,0.94060156571109,0.61398450461636,0.017133655394525,0.108931720034315,"male"
"272",0.0736311920420068,0.0935556879094699,0.116569386539607,0.956193881432727,0.683322603933605,0.0171768910065515,0.116721308007729,"male"
"273",0.0722436788415288,0.0898483080513419,0.110921820303384,0.952816528710002,0.673342152570605,0.0919719953325554,0.118013237421247,"male"
"274",0.0711989562347963,0.0920410897722197,0.104421616793211,0.947289920223171,0.654942128840457,0.0950424296560965,0.104231424261036,"male"
"275",0.0716366360126287,0.0921772272510719,0.103115769414007,0.935944114611429,0.583080111524495,0.0967127203430205,0.0985022531190077,"male"
"276",0.0758049431773778,0.0964613109906358,0.119369147363233,0.964540332950831,0.729505064298677,0.0171118777723016,0.104354191351068,"male"
"277",0.0720702757108042,0.11034201123022,0.120490045941807,0.935527309013415,0.539779137327323,0,0.11492732069564,"male"
"278",0.0740102875613843,0.10533796832754,0.11712630359212,0.930444487364362,0.536714563445829,0,0.108934973002079,"male"
"279",0.0727851938222893,0.101409553641347,0.115332811276429,0.952796544112281,0.655374085806427,0,0.123240080290903,"male"
"281",0.0749772095506551,0.105960365853659,0.12047256097561,0.946306329126673,0.620250271806845,0,0.118108981567737,"male"
"282",0.071987312600778,0.106461075592328,0.112358029334336,0.945347210494192,0.599840376537036,0,0.108212246919493,"male"
"284",0.0730168308789529,0.114103139013453,0.118968609865471,0.9134644123662,0.530060908387173,0,0.122059315539077,"male"
"285",0.0761729106279806,0.106229898749255,0.119404407385348,0.942460758143012,0.621669653074063,0,0.102041516613676,"male"
"286",0.0732044006661349,0.107603305785124,0.11637741046832,0.948291567586016,0.619630209842997,0,0.116107582409406,"male"
"287",0.0688440853656549,0.118404815650865,0.114401805869074,0.948781431169875,0.584807228800781,0.135048908954101,0.113350423077755,"male"
"288",0.0664911363818182,0.118496732026144,0.0947058823529412,0.960267611212394,0.66671474033637,0.175228758169935,0.115719958203671,"male"
"289",0.058681185169201,0.134201183431953,0.100788954635108,0.928120911187787,0.449682751296655,0.139171597633136,0.136280508236271,"male"
"290",0.0621245029563011,0.121222879684418,0.107968441814596,0.929481402715197,0.470956660908888,0.140276134122288,0.12901818729843,"male"
"291",0.0895986865597368,0.00240228789323165,0.136663489037178,0.812498943404502,0.411128476861399,0.000800762631077216,0.106944050875459,"male"
"292",0.0701674209704598,0.00822875297855441,0.0500397140587768,0.830441038151561,0.300591895191446,0.0600476568705322,0.100127495574714,"male"
"294",0.0937305832217756,0.00880838894184938,0.150543374642517,0.878622238191667,0.533373240799338,0.0600571973307912,0.0896821018469984,"male"
"295",0.0878894037873831,0.00177966101694915,0.115677966101695,0.786650358576641,0.329569856469261,0.000889830508474576,0.0997761550401998,"male"
"296",0.0919542827716553,0.00533898305084746,0.142966101694915,0.849853129981814,0.438149431629698,0.000889830508474576,0.092097774999112,"male"
"297",0.0886501474832626,0.00211942809083263,0.141530698065601,0.834213209754237,0.450204576311427,0.00141295206055509,0.0957334132408436,"male"
"298",0.0900356047731449,0.00335793357933579,0.145166051660517,0.846837168518925,0.488359144938998,0.000774907749077491,0.0940707408719703,"male"
"299",0.0577047388249589,0.141701215153681,0.116283059328091,0.859712348425559,0.0849343635514977,0.248977841315225,0.133667302572349,"male"
